"title","url","description","lng","lat","city","street","zip","date_start","date_end","time_start","time_end","price","organizer"
"Grabgestaltung und Grabpflege","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=33&ev%5Bid%5D=1718720&page=33","Bei den Informationstagen stehen die bayerischen Friedhofsgärtner den Besuchern für Fragen und Diskussionen rund um die sich wandelnde Friedhofskultur, Möglichkeiten der Grabpflege und Pflanzenverwendung auf Gräbern zur Verfügung. Der Ausstellungsbeitrag der Friedhofsgärtner und Steinmetze erfreut sich erfahrungsgemäß großer Beliebtheit, wobei die unterschiedlichen Altersgruppen unterschiedliche Interessenschwerpunkte haben: Ältere Besucher berichten über ihre eigenen Erfahrungen mit Friedhöfen und Gräbern und vergleichen die Bepflanzungen, jüngere Besucher sind an Themen der sich wandelnden Friedhofskultur interessiert, und selbst für Kinder kann etwas dabei sein, wenn sie z.B. kleine Walderdbeeren, Zierpaprika oder duftende Kräuter auf den Gräbern entdecken.",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-08-12,2018-08-12,0.416666666666667,0.666666666666667,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Filmbeiträge aus Mainfranken","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=33&ev%5Bid%5D=1719771&page=33","Vom Wein über den Spargel bis hin zum Main selbst   Das Movie-Theatre im American Diner verwöhnt Sie unter anderem mit kleinen aber dennoch interessanten Filmbeiträgen des Bayerischen Rundfunks über die verschiedensten Themen rund um Mainfranken.",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-08-12,2018-08-12,0.416666666666667,0.708333333333333,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Wald - Nachhaltiger Gewinn für alle","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=33&ev%5Bid%5D=1728061&page=33","Vom Lebensraum bis zum CO²-Fresser, von der Solarfabrik bis zur Wellness-Oase - der Wald kann alles!",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-08-12,2018-08-12,0.416666666666667,0.75,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Alte regionale Kulturpflanzen – neu entdeckt","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=33&ev%5Bid%5D=1716562&page=33","Diese Führung zu alten Kulturpflanzen ist Teil des Beitrages des BUND Naturschutz zum Thema „Artenvielfalt gestern – heute – morgen“. Anschauungsobjekte der Führung sind die Beete mit alten Kulturpflanzen, wie z. B. dem Würzburger Radieschen, der Kartoffelsorte „Augsburger Gold“ oder dem Bamberger Wirsing. Treffpunkt ist der Pavillon des BUND Naturschutz Leitung: Team des AK Alte Kulturpflanzen des BUND Naturschutz",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-08-12,2018-08-12,0.4375,0.458333333333333,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Lass dich (ver)führen!","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=33&ev%5Bid%5D=1717751&page=33","„Lass dich (ver)führen!“ eine einstündige Führung durch den Weingartenmit einem Gästeführer „Weinerlebnis Franken“",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-08-12,2018-08-12,0.458333333333333,0.5,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Heilpflanzen gestern – heute – morgen","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=33&ev%5Bid%5D=1716939&page=33","Diese Heilpflanzenführung ist Teil des Beitrages des BUND Naturschutz zum Thema „Artenvielfalt gestern – heute – morgen“. Anschauungsobjekte der Führung sind die Heilpflanzenbeete der Forschergruppe Klostermedizin. Pflanzen mit antibiotischer Wirkung bilden dabei einen Schwerpunkt. Treffpunkt ist der Pavillon des BUND Naturschutz.     Leitung: Team der Forschergruppe Klostermedizin",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-08-12,2018-08-12,0.479166666666667,0.5,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"katholische Messfeier | Messfeier zum Sonntag","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=33&ev%5Bid%5D=1718301&page=33","Herzlich Willkommen zum Sonntagsgottesdienst: Gemeinsam singen und beten. Gott für das Leben und die Schöpfung danken. Heute gestaltet als katholische Messfeier. Feiern Sie mit!  Liturgie: Br. Josef Bodensteiner OFM Conv.  Musik: Band, Leitung: Ruth Weisel  Veranstalter: Diözese Würzburg, Liturgiereferat",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-08-12,2018-08-12,0.479166666666667,0.520833333333333,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"„Dinos, Krokodile & Co.“ – Wir erkunden die Urzeittiere","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=33&ev%5Bid%5D=1717078&page=33","Diese Familien-/Kinder-Veranstaltung ist Teil des Beitrages des BUND Naturschutz zum Thema „Artenvielfalt gestern – heute – morgen“. Wegen Teilnehmerbegrenzung bitte in eine Liste eintragen, die im BUND Naturschutz-Pavillon am Tag der Veranstaltung ausliegt. Keine Teilnehmer-Mindestzahl! Wir wünschen viel Spaß bei dieser Aktion! Höchstteilnehmerzahl: 12 Kinder   für 4-7 Jährige",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-08-12,2018-08-12,0.5625,0.59375,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Eine kleine Reise zu den Indianern Nordamerikas","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=33&ev%5Bid%5D=1717845&page=33","Spiele & Aktionen für Kinder zum mit machen!  Die Umweltstation Tierpark Sommerhausen möchte euch entführen in die Welt der Naturvölker wie Indianer, Aborigines, Buschmänner oder Mayas. Mit spannenden Erzählungen und lustigen Spielen erforschen wir ihr Leben. Sicher lernen wir dabei auch etwas für unsere heutige Zeit dazu. Vorträge Samstag: 14.00 Uhr und 15.30 Uhr, jeweils 60 Min, für Kinder von 6 bis 10. Vorträge Sonntag Morgen: 10.00 Uhr und 11.30 Uhr, jeweils 60 Min, für Kinder von 6 bis 10.  Vorträge Sonntag Mittag: 15.30 Uhr und 16.30 Uhr, jeweils 45 Min, für Familien und Kinder ab 4.  Im BBQ-Pavillon hinter der Tribüne alter Park!",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-08-12,2018-08-12,0.583333333333333,0.6875,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Vortrag: Wildbienen & Co.","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=33&ev%5Bid%5D=1719933&page=33","Vortrag: Wildbienen & Co.",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-08-12,2018-08-12,0.583333333333333,0.614583333333333,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Spielerische Entdeckungsreise zu ausgestorbenen und noch lebenden Urzeittieren","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=33&ev%5Bid%5D=1717077&page=33","Diese Familien-/Kinder-Veranstaltung ist Teil des Beitrages des BUND Naturschutz zum Thema „Artenvielfalt gestern – heute – morgen“. Wegen Teilnehmerbegrenzung bitte in eine Liste eintragen, die im BUND Naturschutz-Pavillon am Tag der Veranstaltung ausliegt. Keine Teilnehmer-Mindestzahl! Wir wünschen viel Spaß bei dieser Aktion! Höchstteilnehmerzahl: 12 Kinder   für 8 - 12 Jährige",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-08-12,2018-08-12,0.614583333333333,0.65625,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Lass dich (ver)führen!","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=33&ev%5Bid%5D=1717775&page=33","„Lass dich (ver)führen!“ eine einstündige Führung durch den Weingartenmit einem Gästeführer „Weinerlebnis Franken“",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-08-12,2018-08-12,0.625,0.666666666666667,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Eine kleine Reise zu den Indianern Nordamerikas","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=33&ev%5Bid%5D=1717844&page=33","Spiele & Aktionen für Kinder zum mit machen!  Die Umweltstation Tierpark Sommerhausen möchte euch entführen in die Welt der Naturvölker wie Indianer, Aborigines, Buschmänner oder Mayas. Mit spannenden Erzählungen und lustigen Spielen erforschen wir ihr Leben. Sicher lernen wir dabei auch etwas für unsere heutige Zeit dazu. Vorträge Samstag: 14.00 Uhr und 15.30 Uhr, jeweils 60 Min, für Kinder von 6 bis 10. Vorträge Sonntag Morgen: 10.00 Uhr und 11.30 Uhr, jeweils 60 Min, für Kinder von 6 bis 10.  Vorträge Sonntag Mittag: 15.30 Uhr und 16.30 Uhr, jeweils 45 Min, für Familien und Kinder ab 4.  Im BBQ-Pavillon hinter der Tribüne alter Park!",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-08-12,2018-08-12,0.645833333333333,0.71875,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Heilpflanzen gestern – heute – morgen","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=34&ev%5Bid%5D=1716911&page=34","Diese Heilpflanzenführung ist Teil des Beitrages des BUND Naturschutz zum Thema „Artenvielfalt gestern – heute – morgen“. Anschauungsobjekte der Führung sind die Heilpflanzenbeete der Forschergruppe Klostermedizin. Pflanzen mit antibiotischer Wirkung bilden dabei einen Schwerpunkt. Treffpunkt ist der Pavillon des BUND Naturschutz. Leitung: Team der Forschergruppe Klostermedizin",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-08-12,2018-08-12,0.666666666666667,0.6875,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Biodiversität - Gelebte Vielfalt im Nationalpark Bayerischer Wald","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=34&ev%5Bid%5D=1716356&page=34","Der Nationalpark Bayerischer Wald präsentiert sich unter dem Leitgedanken „Biodiversität - Gelebte Vielfalt im Nationalpark Bayerischer Wald“ vom 10. bis 15. August 2018 auf der Landesgartenschau in Würzburg im Pavillon des Bayerischen Umweltministeriums. Der Nationalpark Bayerischer Wald ist ein Hotspot der Artenvielfalt mit über 7000 Pflanzen- und Tierarten. Aber der Begriff Biodiversität beschränkt sich nicht nur auf Lebensräume, Arten und die genetische Vielfalt – die Ausstellung zeigt das umfangreiche Angebot an Programmen, Einrichtungen und Veranstaltungen im Schutzgebiet. Freuen Sie sich auf ein spannendes Quiz, das Sie durch die Ausstellung begleitet! Täglich finden zwei Verlosungen statt, bei denen Hotelgutscheine der Nationalpark-Partnerbetriebe gewonnen werden können. Besondere Aktionen für Kinder runden das Angebot ab.",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-08-13,2018-08-13,0.375,0.75,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Urban Gardening und Grüne Smoothies","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=34&ev%5Bid%5D=1716989&page=34","Beim Urban Gardening werden Kisten, Gefäße oder sogar Dächer und Fassaden zur Nahrungsmittelproduktion genutzt. Grünes Gemüse, Kräuter und Salate werden auch in grünen Smoothies verwertet zum Probieren angeboten. - Basteln eigener Pflanzgefäße zum Urban Gardening - Zubereitung eines Smoothies und Gelegenheit zum Probieren zu jeder vollen Stunde",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-08-13,2018-08-13,0.375,0.75,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Mit Expertentipps zum grünen Daumen!","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=34&ev%5Bid%5D=1718345&page=34","Immer montags erhalten Sie im Gärtnerischen Infotower der Landesgartenschau Würzburg 2018 wertvolle Tipps und Informationen vom unseren Gartenexperten, sodass auch bei Ihnen zu Hause alles grünt und blüht.",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-08-13,2018-08-13,0.375,0.75,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Würzburg now and then","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=34&ev%5Bid%5D=1719854&page=34","Anlässlich der Themenwoche Amerika wird es in der Bibliothek eine Kooperation mit der Universität Würzburg geben. Im Zuge des Austauschs mit der ""Florida Gulf Coast University""werden die Eindrücke der amerikanischen Gäste in Text und Tonform dokumentiert um eine Verbindung zwischen den Erfahrungen der Amerikaner in Würzburg anno dazumal und heute zu knüpfen.>>",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-08-13,2018-08-13,0.375,0.791666666666667,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Hortensien, Kakteen und Co. – Typisch amerikanisch","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=34&ev%5Bid%5D=1721498&page=34","Ob Mais, Kartoffel, Tomate, Ku¨rbis, Avocado, Kakaobaum, Tabak, Paprika, Feigenkaktus, aber auch Magnolie, Lantane und viele Palmen: Zahlreiche Pflanzen, die mittlerweile in unseren Breitengraden als heimisch gelten, stammen urspru¨nglich vom amerikanischen Kontinent. Auch Douglasien, Robinien sowie eine Vielzahl von Eichen, Ahorn und Felsenbirne, Wilder Wein, Essigbaum und Johannisbeere haben ihren Weg u¨ber den Atlantik zu uns gefunden. Leitpflanze dieser Ausstellung ist die Hortensie. In breiter Artenund Sortenvielfalt steht sie im Mittelpunkt und wird durch weitere typische Vertreter der amerikanischen Flora ergänzt.",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-08-13,2018-08-13,0.375,0.75,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"KV Rhön-Grabfeld »Gartenkultur und Landespflege«","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=34&ev%5Bid%5D=1728164&page=34","Gartenbauvereine des Kreisverbandes präsentiereneine Woche die unterschiedlichstenThemen mit Schwerpunkt Anbau von Streuobstund Beeren, Geenpool, dazu die Schönheit derLandschaft und Dörfer in der Rhön<><>Do 9.8. – Di 14.8., OGV Stetten»Rhöner Streuobst« mit Verkostung von Obstund Beerenweinen<><>Sa 11.8., OGV Mellrichstadt»Mellrichstadt und seine Rosen«, mit Rosenbowle und Rosengelée, dazu Veredlungstechniken bei Rosen<><>Mi 15.8., OGV SondheimInformationen zum Bibelgarten, Life-Cookingmit Kräutern aus dem Bibelgarten, Kinderprogramm",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-08-13,2018-08-13,0.375,0.75,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Literarische Vielfalt","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=34&ev%5Bid%5D=1719090&page=34","Der Autorenkreis Würzburg präsentiert als wichtiger Kulturträger der Region die Bandbreite seines Schaffens: Unterhaltsames, Witziges, Nachdenkliches in Prosa und Lyrik. Sehr abwechslungsreiches, jeweils halbstündiges Programm für Heranwachsende und Erwachsene.",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-08-13,2018-08-13,0.395833333333333,0.416666666666667,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Gemeinsam erleben-Ferienbetreuung der Lebenshilfe","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=34&ev%5Bid%5D=1719642&page=34","Gemeinsam erleben-Ferienbetreuung der Lebenshilfe 09.15 Uhr - 11.30 Uhr Flying Circus, 11.30 Uhr  - 16.15 Uhr Landesgartenschau erkundenDas Inklusionsprojekt der Lebenshilfe Würzburg, bietet auf dem Landesgartenschau Gelände eine inklusive „Gemeinsam erleben-Ferienbetreuung“ für Kinder und Jugendliche mit Unterstützungsbedarf an. Es wird gemeinsam in den Pfingstferien sowie in den ersten drei Wochen der Sommerferien 2018 das Gelände der Landesgartenschau erkundet. Das Gelände der Landesgartenschau bietet atemberaubende Spielplätze, ein Circuszelt, in dem es vieles zu entdecken gibt, sowie zahlreiche Aktionen für Kinder und Jugendliche von anderen Veranstaltern. Die Kinder und Jugendlichen erhalten von AssistentInnen der Lebenshilfe die notwendige Unterstützung um an den Angeboten und Aktionen der anderen Anbieter auf der Landesgartenschau teilnehmen zu können. Wir freuen uns schon sehr auf ein gemeinsames Abenteuer auf der Landesgartenschau in Würzburg. Termine:Pfingstferien:  22.05.18 - 01.06.18Sommerferien:  30.07.18 - 17.08.18(ausgenommen sind Feiertage und Wochenenden) Die Ferienbetreuung startet um 9.15 Uhr und endet um 16.15 Uhr am Eingang „Wissensgärten“ (siehe Geländeplan). Mehr Informationen und das benötigte Anmeldeformular erhalten Sie auf der Homepage der Lebenshilfe: http://www.lebenshilfe-wuerzburg.de/inklusionsprojekt.html",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-08-13,2018-08-13,0.395833333333333,0.479166666666667,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Filmbeiträge aus Mainfranken","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=34&ev%5Bid%5D=1719772&page=34","Vom Wein über den Spargel bis hin zum Main selbst   Das Movie-Theatre im American Diner verwöhnt Sie unter anderem mit kleinen aber dennoch interessanten Filmbeiträgen des Bayerischen Rundfunks über die verschiedensten Themen rund um Mainfranken.",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-08-13,2018-08-13,0.416666666666667,0.708333333333333,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Wald - Nachhaltiger Gewinn für alle","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=34&ev%5Bid%5D=1728062&page=34","Vom Lebensraum bis zum CO²-Fresser, von der Solarfabrik bis zur Wellness-Oase - der Wald kann alles!",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-08-13,2018-08-13,0.416666666666667,0.75,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Literarische Vielfalt","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=34&ev%5Bid%5D=1719091&page=34","Der Autorenkreis Würzburg präsentiert als wichtiger Kulturträger der Region die Bandbreite seines Schaffens: Unterhaltsames, Witziges, Nachdenkliches in Prosa und Lyrik. Sehr abwechslungsreiches, jeweils halbstündiges Programm für Heranwachsende und Erwachsene.",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-08-13,2018-08-13,0.4375,0.458333333333333,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Heilpflanzen gestern – heute – morgen","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=34&ev%5Bid%5D=1716734&page=34","Diese Heilpflanzenführung ist Teil des Beitrages des BUND Naturschutz zum Thema „Artenvielfalt gestern – heute – morgen“. Anschauungsobjekte der Führung sind die Heilpflanzenbeete der Forschergruppe Klostermedizin. Pflanzen mit antibiotischer Wirkung bilden dabei einen Schwerpunkt. Treffpunkt ist der Pavillon des BUND Naturschutz.     Leitung: Team der Forschergruppe Klostermedizin",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-08-13,2018-08-13,0.458333333333333,0.479166666666667,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Literarische Vielfalt","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=34&ev%5Bid%5D=1719092&page=34","Der Autorenkreis Würzburg präsentiert als wichtiger Kulturträger der Region die Bandbreite seines Schaffens: Unterhaltsames, Witziges, Nachdenkliches in Prosa und Lyrik. Sehr abwechslungsreiches, jeweils halbstündiges Programm für Heranwachsende und Erwachsene.",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-08-13,2018-08-13,0.479166666666667,0.5,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"RuhePunkt12","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=34&ev%5Bid%5D=1718616&page=34","Eine Viertelstunde mitten am Tag zum Innehalten und Verschnaufen: Herzliche Einladung zum „RuhePunkt12“. Frauen und Männer aus verschiedenen christlichen Kirchen und Einrichtungen bieten Ihnen einen Impuls, ein paar Gedanken für den Tag an. Musik lädt zum Entspannen und Abschalten ein.",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-08-13,2018-08-13,0.5,0.510416666666667,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Heilmittel der Hildegard von Bingen","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=34&ev%5Bid%5D=1716431&page=34","Diese Veranstaltung ist Teil des Beitrages des BUND Naturschutz zum Thema „Artenvielfalt gestern – heute – morgen“. Mit Vorträgen, Ausstellungen, Kinderaktionen, Führungen und Aktionsständen veranschaulicht der BUND Naturschutz in seinem offenen Veranstaltungsprogramm das Thema „Artenvielfalt“, macht sie erlebbar und gibt Anregungen für den Schutz von Tieren und Pflanzen und deren Lebensräumen. Treffpunkt/Veranstaltungsort: Pavillon des BUND Naturschutz",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-08-13,2018-08-13,0.541666666666667,0.5625,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Heilpflanzen gestern – heute – morgen","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=34&ev%5Bid%5D=1716759&page=34","Diese Heilpflanzenführung ist Teil des Beitrages des BUND Naturschutz zum Thema „Artenvielfalt gestern – heute – morgen“. Anschauungsobjekte der Führung sind die Heilpflanzenbeete der Forschergruppe Klostermedizin. Pflanzen mit antibiotischer Wirkung bilden dabei einen Schwerpunkt. Treffpunkt ist der Pavillon des BUND Naturschutz. Leitung: Team der Forschergruppe Klostermedizin",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-08-13,2018-08-13,0.666666666666667,0.6875,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Sitz- und Gehmeditation zum Schnuppern","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=34&ev%5Bid%5D=1718133&page=34","Dieses interreligiöse Angebot im Wechsel von Christen und Buddhisten verschiedener Traditionen bietet die Gelegenheit, den Tag auf der Landesgartenschau in der Stille ausklingen zu lassen. Die Meditation besteht aus 10 bis 15 Minuten Sitzen in der Stille und danach 10 bis 15 Minuten Gehen im Freien in Achtsamkeit. Sie werden von der jeweiligen Religionsgemeinschaft angeleitet.",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-08-13,2018-08-13,0.708333333333333,0.739583333333333,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Biodiversität - Gelebte Vielfalt im Nationalpark Bayerischer Wald","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=34&ev%5Bid%5D=1716357&page=34","Der Nationalpark Bayerischer Wald präsentiert sich unter dem Leitgedanken „Biodiversität - Gelebte Vielfalt im Nationalpark Bayerischer Wald“ vom 10. bis 15. August 2018 auf der Landesgartenschau in Würzburg im Pavillon des Bayerischen Umweltministeriums. Der Nationalpark Bayerischer Wald ist ein Hotspot der Artenvielfalt mit über 7000 Pflanzen- und Tierarten. Aber der Begriff Biodiversität beschränkt sich nicht nur auf Lebensräume, Arten und die genetische Vielfalt – die Ausstellung zeigt das umfangreiche Angebot an Programmen, Einrichtungen und Veranstaltungen im Schutzgebiet. Freuen Sie sich auf ein spannendes Quiz, das Sie durch die Ausstellung begleitet! Täglich finden zwei Verlosungen statt, bei denen Hotelgutscheine der Nationalpark-Partnerbetriebe gewonnen werden können. Besondere Aktionen für Kinder runden das Angebot ab.",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-08-14,2018-08-14,0.375,0.75,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Schritt für Schritt zum Gartenglück!","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=34&ev%5Bid%5D=1718370&page=34","Immer dienstags findet im Gärtnerischen Infotower unser Beratungstag zur Pflanzenverwendung im Hausgarten statt. Schritt für Schritt kommen Sie so Ihrem Gartenglück näher.",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-08-14,2018-08-14,0.375,0.75,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Würzburg now and then","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=34&ev%5Bid%5D=1719855&page=34","Anlässlich der Themenwoche Amerika wird es in der Bibliothek eine Kooperation mit der Universität Würzburg geben. Im Zuge des Austauschs mit der ""Florida Gulf Coast University""werden die Eindrücke der amerikanischen Gäste in Text und Tonform dokumentiert um eine Verbindung zwischen den Erfahrungen der Amerikaner in Würzburg anno dazumal und heute zu knüpfen.>>",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-08-14,2018-08-14,0.375,0.791666666666667,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Hortensien, Kakteen und Co. – Typisch amerikanisch","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=34&ev%5Bid%5D=1721499&page=34","Ob Mais, Kartoffel, Tomate, Ku¨rbis, Avocado, Kakaobaum, Tabak, Paprika, Feigenkaktus, aber auch Magnolie, Lantane und viele Palmen: Zahlreiche Pflanzen, die mittlerweile in unseren Breitengraden als heimisch gelten, stammen urspru¨nglich vom amerikanischen Kontinent. Auch Douglasien, Robinien sowie eine Vielzahl von Eichen, Ahorn und Felsenbirne, Wilder Wein, Essigbaum und Johannisbeere haben ihren Weg u¨ber den Atlantik zu uns gefunden. Leitpflanze dieser Ausstellung ist die Hortensie. In breiter Artenund Sortenvielfalt steht sie im Mittelpunkt und wird durch weitere typische Vertreter der amerikanischen Flora ergänzt.",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-08-14,2018-08-14,0.375,0.75,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Urban Gardening und Grüne Smoothies","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=34&ev%5Bid%5D=1727228&page=34","Beim Urban Gardening werden Kisten, Gefäße oder sogar Dächer und Fassaden zur Nahrungsmittelproduktion genutzt. Grünes Gemüse, Kräuter und Salate werden auch in grünen Smoothies verwertet zum Probieren angeboten. - Basteln eigener Pflanzgefäße zum Urban Gardening - Zubereitung eines Smoothies und Gelegenheit zum Probieren zu jeder vollen Stunde",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-08-14,2018-08-14,0.375,0.75,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
