"title","url","description","lng","lat","city","street","zip","date_start","date_end","time_start","time_end","price","organizer"
"Philosophicum Herbipolense - Sommersemester 2018","https://www.ukw.de/patienten-besucher/veranstaltungskalender/detail/philosophicum-herbipolense-sommersemester-2018/2018-06-21/?tx_events2_events%5Baction%5D=show&cHash=0a88887aee0716be3d5ffbee0e54fa07","Veranstaltungsort: Zentrum Innere Medizin Haus A3, 2. Stock, Seminarraum (A3. +2. 302)MIT AUSNAHME Veranstaltung am 3. Mai (A3, Erdgeschoss, Seminarraum 9)Auf Wunsch kann fuer Studenten der Medizin ein Schein (Wahlfach) erworben werden,Wir reflektieren interdisziplinaer die Grundlagen der heutigen Medizin, ihre Begriffe und Problemstellungen und diskutieren aktuelle philosophische Fragen in der Medizin und ihrer Randbereiche (Praxis, Klinik, Forschung, verwandte Faecher). Eingeladen sind Studenten und Mitarbeiter des Klinikums, Studenten anderer Faecher, v.a. der Philosophie, auch interessierte Gaeste sind immer willkommen.www.philosophicum.ukw.de und facebook philosophicum herbipolense Ansprechpartner:Priv.-Doz. Dr. Thomas Bohrer, Magister Artium Chefarzt fuer Thoraxchirurgie Klinik fuer Thoraxchirurgie des Thoraxzentrums Kulmbach (Sekretariat Frau Klier) Tel.: 09221-98-7800 (Durchwahl) thomas.bohrer@ klinikum-kulmbach.de oder philosophicum@ gmx.de

Programm als PDF zum Download.",9.9568908,49.802107,"Wuerzburg","Josef-Schneider-Strasse 11","97080",2018-06-21,2018-06-21,NA,NA,NA,"Universitaetsklinikum Wuerzburg"
"Selbsthilfegruppe fuer trauernde Angehoerige von Krebspatienten","https://www.ukw.de/patienten-besucher/veranstaltungskalender/detail/selbsthilfegruppe-fuer-trauernde-angehoerige-von-krebspatienten/2018-06-22/?tx_events2_events%5Baction%5D=show&cHash=009f8cb518e6bc6fc50de8c7664fa0e9","Die Teilnehmer der Gruppe moechten sich gegenseitig Unterstuetzung und Begleitung bei derVerarbeitung der Trauer nach dem Tod eines Angehoerigen bieten. 

Es wird Gelegenheit geben, ueber auftretende Gedanken und Gefuehle zu reflektieren, die der Einzelne im Trauerprozess erlebt und erleben darf.

Die Gruppe ist offen fuer alle Trauernden, die einen Lebenspartner, ein Familienmitglied oder nahen Angehoerigen durch eine Tumorerkrankung verloren haben, unabhaengig vom Alter und vom jeweiligen Zeitpunkt des Todes.

Wenn Sie moechten, treffen wir uns in einer kleinen Gruppe, regelmaessig am letzten Freitag im Monat. Bitte melden Sie sich telefonisch an. 

Ihr psychoonkologisches Team",9.9568908,49.802107,"Wuerzburg","Josef-Schneider-Strasse 11","97080",2018-06-22,2018-06-22,15:00:00,16:30:00,NA,"Universitaetsklinikum Wuerzburg"
"Kunstblut wird nicht nur in Hollywood gebraucht","https://www.ukw.de/patienten-besucher/veranstaltungskalender/detail/kunstblut-wird-nicht-nur-in-hollywood-gebraucht/2018-06-22/?tx_events2_events%5Baction%5D=show&cHash=d3163f0705f6e30174d0b39d39c13d8b","Ran an die Praxis! Die Lehrklinik veranschaulicht in einem Parcours mit verschiedenen Stationen die praktische Ausbildung von Medizinstudierenden, bevor sie mit Nadel und Skalpell tatsaechlich auf die Patienten losgelassen werden. Dozenten der Lehrklinik zeigen nicht nur uebungsschritte zum Erlernen wichtiger Grundlagen Ärztlicher Taetigkeiten, sondern die Besucher koennen ihr Geschick auch selbst beweisen, indem sie Blut abnehmen oder sich an eine Hautnaht wagen. Selbstverstaendlich ueben wir das nicht am lebenden Menschen sondern mit entsprechenden Phantomen aus der Lehrklinik des UKW.",9.9568908,49.802107,"Wuerzburg","Josef-Schneider-Strasse 11","97080",2018-06-22,2018-06-23,14:00:00,18:00:00,NA,"Universitaetsklinikum Wuerzburg"
"Intensivtrainingskurs Erhebung DAS-28 Gelenkuntersuchung und Gelenkpunktion","https://www.ukw.de/patienten-besucher/veranstaltungskalender/detail/intensivtrainingskurs-erhebung-das-28-gelenkuntersuchung-und-gelenkpunktion/2018-06-22/?tx_events2_events%5Baction%5D=show&cHash=868f30bfc85297b8e1dd7aa797f90c21","Zur praktischen Übung werden in Kleingruppen von maximal 5 Teilnehmern Patienten aus unserer Ambulanz untersucht. Die klinische Untersuchung der Gelenke wird mit der Gelenksonographie korreliert.Die Moeglichkeit der diagnostischen und therapeutischen Gelenkpunktionen bei entzuendlichen Erkrankungen werden in einem praxisnahen Vortag dargestellt. Anschliessend werden Punktionstechniken an Modellen geuebt.

Wir freuen uns darauf Sie als Teilnehmer begruessen zu duerfen.

Dank des Sponsorings der Fa. AbbVie Deutschland GmbH & Co. KG ist die Teilnahme fuer Sie kostenfrei. 

Lediglich Fahrtkosten ueber 100,--€ muessen Sie selbst tragen.

 
Anmeldung unter: rheuma_va@ ukw.de

 
Bitte bringen Sie die einheitlichen Fortbildungsnummern/Aufkleber mit - die Veranstaltung ist bei der BLAEK gemeldet und wird zertifiziert mit 3 Punkten fuer Freitag und 5 Punkten am Samstag.",9.9568908,49.802107,"Wuerzburg","Josef-Schneider-Strasse 11","97080",2018-06-22,2018-06-23,18:30:00,13:30:00,NA,"Universitaetsklinikum Wuerzburg - Rheumazentrum Wuerzburg"
"ALLES WAS DER SEELE GUT TUT","https://www.ukw.de/patienten-besucher/veranstaltungskalender/detail/alles-was-der-seele-gut-tut/2018-06-23/?tx_events2_events%5Baction%5D=show&cHash=791c50ea1680c0178b000ef3aa342ca1","Das Integrierte Krebsforschungs- und -behandlungszentrum (Comprehensive Cancer Center – CCC) Mainfranken organisiert gemeinsam mit der Wuerzburger Gruppe der Frauenselbsthilfe nach Krebs am Samstag, den 23. Juni 2018, zum zweiten Mal einen Krebs-Selbsthilfe-Tag. Die kostenlose Veranstaltung unter dem Titel „Alles, was der Seele gut tut“ richtet sich an Betroffene, Angehoerige und sonstige Interessierte. Zwischen 9:00 und etwa 16:00 Uhr sind sie zu Vortraegen und Seminaren ans Zentrum fuer Innere Medizin des Uniklinikums Wuerzburg (UKW) an der Oberduerrbacher Strasse eingeladen. Schirmherr ist der Wuerzburger Schwimmweltmeister Thomas Lurz, der zum Informationstag auch einen Vortrag ueber „Hoehen und Tiefen im Leben“ beisteuern wird. Weitere Referate des Vormittags thematisieren „Angst als Schutz oder Belastung“ und „Wie Gedanken unsere Wirklichkeit beeinflussen“. 
Am Nachmittag koennen die Teilnehmer/innen aus einem Spektrum von fuenf verschiedenen (Mitmach-)Seminaren auswaehlen. Themen sind „Lebenslust und Sterbensangst – die Tragweite von Ambivalenzen“, „Die Kraft der Selbsthilfe im Wandel der Zeit“, „Hilfe und Unterstuetzung fuer Angehoerige und Krebspatienten“, „Stress und Gesundheit“ sowie „Schmerz und Atemnot“. Eine Anmeldung fuer das jeweilige Seminar ist am Aktionstag selbst vor Ort moeglich.
Ergaenzt wird der Krebs-Selbsthilfe-Tag durch einen Comedy- und Gesangsauftritt der Wuerzburger Kabarettistin Heike Mix – und als kleine Staerkung gibt es in der Mittagspause Soulfood von Reiser’s Genussmanufaktur.
Zur besseren Planung der Imbisspause bitten die Veranstalterinnen des Aktionstags um eine Anmeldung bis zum 10. Juni 2018 unter E-Mail: anmeldung_ccc@ukw.de oder Tel: 0931/20135350.
Das vollstaendige Programm mit allen Details und Uhrzeiten findet sich im PDF",9.9568908,49.802107,"Wuerzburg","Josef-Schneider-Strasse 11","97080",2018-06-23,2018-06-23,09:00:00,16:00:00,NA,"Universitaetsklinikum Wuerzburg - Comprehensive Cancer Center Mainfranken"
"Wie bringt man Roentgen & Co. auf die Buehne?","https://www.ukw.de/patienten-besucher/veranstaltungskalender/detail/wie-bringt-man-roentgen-co-auf-die-buehne/2018-06-26/?tx_events2_events%5Baction%5D=show&cHash=dc123303bba7ff98b88c17b31074ff8f","Ein baertiger Mann steht an seinem Experimentiertisch, eine Glasroehre geht an, blaeuliches Licht erstrahlt und erstaunlicherweise leuchtet der Schirm daneben auch. So oder aehnlich koennte es aussehen, wenn Theaterkurse aus verschiedenen Schulen die geniale Entdeckung der Roentgenstrahlen durch Wilhelm Conrad Roentgen oder bahnbrechende Erfindungen anderer Nobelpreistraeger aus Wuerzburg auf die Buehne bringen. Eingeladen sind alle weiterfuehrenden Schulklassen.",9.9568908,49.802107,"Wuerzburg","Josef-Schneider-Strasse 11","97080",2018-06-26,2018-06-26,14:00:00,15:30:00,NA,"Universitaetsklinikum Wuerzburg"
"Vortragsreihe \"Frauen - Karrierewege - Medizin\"","https://www.ukw.de/patienten-besucher/veranstaltungskalender/detail/vortragsreihe-frauen-karrierewege-medizin/2018-06-28/?tx_events2_events%5Baction%5D=show&cHash=af1c764a742b2ed32c0ec261d7e81e6e","Worum geht es?

In der Vortragsreihe „Frauen - Karrierewege - Medizin“ geben Medizinerinnen und Mediziner einen persoenlichen Einblick in die Stationen ihrer Karriere und ihres spezifischen medizinischen Taetigkeitsbereichs in der (Universitaet-)Medizin. Anschliessend gibt es die Gelegenheit, mit den Vortragenden bei einem kleinen Imbiss zu diskutieren und Netzwerke zu pflegen.Welche unterschiedlichen Berufsfelder gibt es in der Medizin?Wie ist ein Berufseinstieg erfolgreich moeglich?Welche Karrierewege gibt es in der (Universitaets-)Medizin?Karriere und Familie - wie laesst sich beides vereinbaren?Was bedeutet es, als Frau in der (Universitaet-)Medizin taetig zu sein?Fuer wen ist die Veranstaltung?Herzlich eingeladen sind Studierende, Kolleginnen und Kollegen, Nachwuchswissenschaftler/innen der Medizin und verwandter Fachrichtungen.",9.9568908,49.802107,"Wuerzburg","Josef-Schneider-Strasse 11","97080",2018-06-28,2018-06-28,12:30:00,13:30:00,NA,"Universitaetsklinikum Wuerzburg - Medizinische Klinik und Poliklinik II Oberduerrbacher Str. 6, Haus A4 97080 Wuerzburg"
"2. Wuerzburger Retina-Tag mit Heinrich-Mueller Ehrenvorlesung","https://www.ukw.de/patienten-besucher/veranstaltungskalender/detail/2-wuerzburger-retina-tag-mit-heinrich-mueller-ehrenvorlesung/2018-06-30/?tx_events2_events%5Baction%5D=show&cHash=f2261c112854aab48393cab31e82e22f","Ort: BurkardushausTagungszentrum am DomAm Bruderhof 197070 Wuerzburgwww.burkardushaus.de

6 CME-Punkte 

Programm zum Download",9.9568908,49.802107,"Wuerzburg","Josef-Schneider-Strasse 11","97080",2018-06-30,2018-06-30,09:30:00,15:30:00,NA,"Universitaetsklinikum Wuerzburg"
"2. Symposium „Peripartale Krisen“ Titel: „Schwangerschaft, Geburt, Wochenbett und Psyche“","https://www.ukw.de/patienten-besucher/veranstaltungskalender/detail/2-symposium-peripartale-krisen-titel-schwangerschaft-geburt-wochenbett-und-psyche/2018-06-30/?tx_events2_events%5Baction%5D=show&cHash=a3a428910aed27e86ae7f8b07bdaba19",NA,9.9568908,49.802107,"Wuerzburg","Josef-Schneider-Strasse 11","97080",2018-06-30,2018-06-30,NA,NA,NA,"Universitaetsklinikum Wuerzburg - Zentrum fuer Psychische Gesundheit (ZEP)"
"3. Symposium „Koerper & Psyche“","https://www.ukw.de/patienten-besucher/veranstaltungskalender/detail/3-symposium-koerper-psyche/2018-07-04/?tx_events2_events%5Baction%5D=show&cHash=00e107bc914ce628da31097957c5c9f1",NA,9.9568908,49.802107,"Wuerzburg","Josef-Schneider-Strasse 11","97080",2018-07-04,2018-07-04,NA,NA,NA,"Universitaetsklinikum Wuerzburg - Zentrum fuer Psychische Gesundheit (ZEP)"
"\"Immunresistenz beim Melanom\"","https://www.ukw.de/patienten-besucher/veranstaltungskalender/detail/immunresistenz-beim-melanom/2018-07-04/?tx_events2_events%5Baction%5D=show&cHash=06da97a0ba52eba0591f4f880cba7a5e","Zertifizierung bei der Bayerischen Landesaerztekammer beantragt",9.9568908,49.802107,"Wuerzburg","Josef-Schneider-Strasse 11","97080",2018-07-04,2018-07-04,16:30:00,18:00:00,NA,"Universitaetsklinikum Wuerzburg"
"Vortragsreihe \"Frauen - Karrierewege - Medizin\"","https://www.ukw.de/patienten-besucher/veranstaltungskalender/detail/vortragsreihe-frauen-karrierewege-medizin-1/2018-07-04/?tx_events2_events%5Baction%5D=show&cHash=6fc7b64173792392e8ad1ba7ae6f57a8","Worum geht es?

In der Vortragsreihe „Frauen - Karrierewege - Medizin“ geben Medizinerinnen und Mediziner einen persoenlichen Einblick in die Stationen ihrer Karriere und ihres spezifischen medizinischen Taetigkeitsbereichs in der (Universitaet-)Medizin. Anschliessend gibt es die Gelegenheit, mit den Vortragenden bei einem kleinen Imbiss zu diskutieren und Netzwerke zu pflegen.Welche unterschiedlichen Berufsfelder gibt es in der Medizin?Wie ist ein Berufseinstieg erfolgreich moeglich?Welche Karrierewege gibt es in der (Universitaets-)Medizin?Karriere und Familie - wie laesst sich beides vereinbaren?Was bedeutet es, als Frau in der (Universitaet-)Medizin taetig zu sein?Fuer wen ist die Veranstaltung?Herzlich eingeladen sind Studierende, Kolleginnen und Kollegen, Nachwuchswissenschaftler/innen der Medizin und verwandter Fachrichtungen.",9.9568908,49.802107,"Wuerzburg","Josef-Schneider-Strasse 11","97080",2018-07-04,2018-07-04,12:30:00,13:30:00,NA,"Universitaetsklinikum Wuerzburg - Medizinische Klinik und Poliklinik II Oberduerrbacher Str. 6, Haus A4 97080 Wuerzburg"
