",""title"",""url"",""description"",""lng"",""lat"",""city"",""street"",""zip"",""date_start"",""date_end"",""time_start"",""time_end"",""price"",""organizer"""																					
"276,""Theaterworkshop - der Basiskurs"",""https://www.vhs-wuerzburg.info/page_/VhsConnectSearch/courseJump?courseId=489-C-12707751&url=%2F%2Fwww.vhs-wuerzburg.info%2Fprogramm%2Fberuf.html%2Fkurs%2F489-C-12707751%2Ft%2Ftheaterworkshop-der-basiskurs&filter%5Bparams%5D=%7B%22tophighlights%22%3Anull%2C%22sort%22%3A%5B%22startDate%2Casc%22%5D%2C%22extraFields%22%3A%5B%22courseNumber%22%2C%22title%22%2C%22startDate%22%2C%22venues.city%22%2C%22customDatesText%22%5D%2C%22hideEmptyCategories%22%3Atrue%2C%22catId%22%3A%22489-CAT-KAT5892355%22%7D&filter%5BpageSize%5D=9999999&filter%5BweekdayExclude%5D%5B1%5D=on&filter%5BweekdayExclude%5D%5B2%5D=on&filter%5BweekdayExclude%5D%5B3%5D=on&filter%5BweekdayExclude%5D%5B4%5D=on&filter%5BweekdayExclude%5D%5B5%5D=on&filter%5BweekdayExclude%5D%5B6%5D=on&filter%5BweekdayExclude%5D%5B7%5D=on&filter%5BsearchString%5D=&rowIndex=48"","" Dieser Workshop richtet sich sowohl an Anfaenger/-innen als auch an Amateurschauspieler/-innen. An beiden Tagen werden durch Uebungen und Spiele verschiedene Aspekte der darstellerischen Faehigkeiten trainiert: Improvisation, unmittelbares Reagieren auf den Partner, den eigenen Impulsen vertrauen, sich koerperlich verwandeln und die Ausdrucksmoeglichkeiten erweitern. Durch die Arbeit an kurzen Monologen und Szenen wird gelernt, all dies einzubringen und Texte lebendig zu gestalten. Kommunikative Kompetenzen werden trainiert und das Selbstbewusstsein gestaerkt, so dass sich der Kurs auch positiv auf Ihren Alltag und den Beruf auswirken kann. Die Teilnehmer/-innen bekommen durch die vhs in der Woche vor Kursbeginn Texte und Uebungen zugesandt, mit denen im Workshop gearbeitet wird. Lockere Kleidung ist zu empfehlen. Inkl. jeweils einer Stunde Mittagspause. Mehr Infos zum Kursleiter unter  www.schott-acting-studio.de Matthias Schott studierte neben seiner traditionellen Theaterausbildung (am Europaeischen Theater-Institut) die Strasberg Methode bei den Lehrern des Actors Studios Geraldine Baron und Susan Batson. Neben zahlreichen Engagements als Schauspieler an diversen Theatern – u. a. am Duesseldorfer Schauspielhaus – ist er Regisseur, Produzent eigener Theaterproduktionen und Leiter der Schott Acting Studios. Seit sechs Jahren leitet er eigene Workshops und Szenen-Klassen und bereitet Schauspieler/-innen auf Theaterproduktionen, Dreharbeiten und auf Vorsprech-Termine vor. "",49.78884,9.93252,""Wuerzburg"","" Muenzstr. 1"",""97070"",""2018-04-21"",NA,10:00:00,17:00:00,""68,00 EUR, 56,20 EUR(ermaessigt) "",""VHS"""																					
"277,""Gesund im Job"",""https://www.vhs-wuerzburg.info/page_/VhsConnectSearch/courseJump?courseId=489-C-12730872&url=%2F%2Fwww.vhs-wuerzburg.info%2Fprogramm%2Fberuf.html%2Fkurs%2F489-C-12730872%2Ft%2Fgesund-im-job&filter%5Bparams%5D=%7B%22tophighlights%22%3Anull%2C%22sort%22%3A%5B%22startDate%2Casc%22%5D%2C%22extraFields%22%3A%5B%22courseNumber%22%2C%22title%22%2C%22startDate%22%2C%22venues.city%22%2C%22customDatesText%22%5D%2C%22hideEmptyCategories%22%3Atrue%2C%22catId%22%3A%22489-CAT-KAT5892355%22%7D&filter%5BpageSize%5D=9999999&filter%5BweekdayExclude%5D%5B1%5D=on&filter%5BweekdayExclude%5D%5B2%5D=on&filter%5BweekdayExclude%5D%5B3%5D=on&filter%5BweekdayExclude%5D%5B4%5D=on&filter%5BweekdayExclude%5D%5B5%5D=on&filter%5BweekdayExclude%5D%5B6%5D=on&filter%5BweekdayExclude%5D%5B7%5D=on&filter%5BsearchString%5D=&rowIndex=49"","" Die Widerstandskraft ist bei Menschen unterschiedlich stark ausgepraegt. Manche Menschen bewaeltigen Stress, Druck und Frust besser als andere. Sie verfuegen ueber bestimmte Eigenschaften, die wir in diesem Workshop erarbeiten. Mit Uebungen werden wir uns diesem Thema annaehern, um Widerstandskraft zu trainieren, um dadurch im Job gesund zu bleiben.Dieser Kurs findet in Zusammenarbeit mit der Gleichstellungsstelle des Landkreises mit der Beratungsstelle „Frau & Beruf“ statt. Ohne Gebuehr, jedoch mit  Anmeldung, direkt bei der Aussenstellenleitung Kist, Frau Raupp : renate.raupp@gmx.de oder Tel.: 09306-99642 "",49.78884,9.93252,""Kist"",""NA"",NA,""2018-04-23"",""2018-04-23"",19:00:00,21:00:00,""NA"",""VHS"""																					
"278,""Mac OS X - Grundwissen fuer Einsteiger"",""https://www.vhs-wuerzburg.info/page_/VhsConnectSearch/courseJump?courseId=489-C-12726845&url=%2F%2Fwww.vhs-wuerzburg.info%2Fprogramm%2Fberuf.html%2Fkurs%2F489-C-12726845%2Ft%2Fmac-os-x-grundwissen-fuer-einsteiger&filter%5Bparams%5D=%7B%22tophighlights%22%3Anull%2C%22sort%22%3A%5B%22startDate%2Casc%22%5D%2C%22extraFields%22%3A%5B%22courseNumber%22%2C%22title%22%2C%22startDate%22%2C%22venues.city%22%2C%22customDatesText%22%5D%2C%22hideEmptyCategories%22%3Atrue%2C%22catId%22%3A%22489-CAT-KAT5892355%22%7D&filter%5BpageSize%5D=9999999&filter%5BweekdayExclude%5D%5B1%5D=on&filter%5BweekdayExclude%5D%5B2%5D=on&filter%5BweekdayExclude%5D%5B3%5D=on&filter%5BweekdayExclude%5D%5B4%5D=on&filter%5BweekdayExclude%5D%5B5%5D=on&filter%5BweekdayExclude%5D%5B6%5D=on&filter%5BweekdayExclude%5D%5B7%5D=on&filter%5BsearchString%5D=&rowIndex=50"","" Dieser Kurs richtet sich an alle Mac-Einsteiger und fuehrt Sie in die Grundkenntnisse von Mac OS X ein.Schwerpunkte: Betriebssystem OS X "	 Integrierte Programme wie iTunes/ iPhoto/ Mail/ Adressbuch 	 Finder/ Datenverwaltung/ Dock	 PDF/ Backup/ Brennen	 Schriftenverwaltung	" Datenaustausch zwischen PC und Mac. "",49.78884,9.93252,""Wuerzburg"","" Muenzstr. 1"",""97070"",""2018-04-24"",""2018-04-24"",18:00:00,21:00:00,""107,00 EUR, 93,60 EUR(ermaessigt) "",""VHS"""																
"279,""Erfolgreich durch selbstbewusstes Auftreten"",""https://www.vhs-wuerzburg.info/page_/VhsConnectSearch/courseJump?courseId=489-C-12749940&url=%2F%2Fwww.vhs-wuerzburg.info%2Fprogramm%2Fberuf.html%2Fkurs%2F489-C-12749940%2Ft%2Ferfolgreich-durch-selbstbewusstes-auftreten&filter%5Bparams%5D=%7B%22tophighlights%22%3Anull%2C%22sort%22%3A%5B%22startDate%2Casc%22%5D%2C%22extraFields%22%3A%5B%22courseNumber%22%2C%22title%22%2C%22startDate%22%2C%22venues.city%22%2C%22customDatesText%22%5D%2C%22hideEmptyCategories%22%3Atrue%2C%22catId%22%3A%22489-CAT-KAT5892355%22%7D&filter%5BpageSize%5D=9999999&filter%5BweekdayExclude%5D%5B1%5D=on&filter%5BweekdayExclude%5D%5B2%5D=on&filter%5BweekdayExclude%5D%5B3%5D=on&filter%5BweekdayExclude%5D%5B4%5D=on&filter%5BweekdayExclude%5D%5B5%5D=on&filter%5BweekdayExclude%5D%5B6%5D=on&filter%5BweekdayExclude%5D%5B7%5D=on&filter%5BsearchString%5D=&rowIndex=51"","" Wie wir wahrgenommen und behandelt werden, haengt sehr davon ab, wie wir auftreten. Spueren andere unsere Unsicherheit, werden wir weniger ernst genommen. Strahlen wir dagegen Selbstsicherheit aus, wirken wir ueberzeugender und koennen unsere Anliegen besser durchsetzen. In diesem Kurs erfahren Sie, was Sie tun koennen, um selbstbewusster und souveraener zu wirken. Sie erhalten Tipps und Anregungen wie Sie:-Ihre Koerpersprache bewusst einsetzen koennen, -sich leichter Gehoer verschaffen,-den eigenen Standpunkt besser vertreten,-sich taktisch klug verhalten,-kritische Situationen meistern. "",49.78884,9.93252,""Wuerzburg"","" Muenzstr. 1"",""97070"",""2018-04-26"",""2018-04-26"",18:00:00,21:00:00,""NA"",""VHS"""																					
"280,""Neue Kunden gewinnen"",""https://www.vhs-wuerzburg.info/page_/VhsConnectSearch/courseJump?courseId=489-C-12742259&url=%2F%2Fwww.vhs-wuerzburg.info%2Fprogramm%2Fberuf.html%2Fkurs%2F489-C-12742259%2Ft%2Fneue-kunden-gewinnen&filter%5Bparams%5D=%7B%22tophighlights%22%3Anull%2C%22sort%22%3A%5B%22startDate%2Casc%22%5D%2C%22extraFields%22%3A%5B%22courseNumber%22%2C%22title%22%2C%22startDate%22%2C%22venues.city%22%2C%22customDatesText%22%5D%2C%22hideEmptyCategories%22%3Atrue%2C%22catId%22%3A%22489-CAT-KAT5892355%22%7D&filter%5BpageSize%5D=9999999&filter%5BweekdayExclude%5D%5B1%5D=on&filter%5BweekdayExclude%5D%5B2%5D=on&filter%5BweekdayExclude%5D%5B3%5D=on&filter%5BweekdayExclude%5D%5B4%5D=on&filter%5BweekdayExclude%5D%5B5%5D=on&filter%5BweekdayExclude%5D%5B6%5D=on&filter%5BweekdayExclude%5D%5B7%5D=on&filter%5BsearchString%5D=&rowIndex=52"","" Neue Kunden gewinnen – digital oder auf klassischem Weg - das ist die wichtigste Aufgabe jedes Selbstaendigen. Sie sind Freiberufler? Haben ein Dienstleistungsunternehmen? Oder betreiben ein klassisches Gewerbe? In seinem kompakten Tagesseminar praesentiert Marketingfachmann Udo Vonderlinden ein Fuellhorn wirksamer Konzepte und konkrete Antworten, wie Sie neue Kunden fuer sich und Ihr Unternehmen gewinnen:Konzept & Strategie entscheiden ueber Ihre Existenz- Marke, Persoenlichkeit & Fremdbild: Wie inszeniere ich mich so, dass Kunden darauf in meinem Sinne reagieren.- Das Schluessel-/Schloss-Prinzip im Marketing: Einfach erlaeutert und direkt fuer Ihr Geschaeftsmodell anwendbar.- Erfolgsfaktor Honigtoepfe im Marketing: Der Faktor, der heute online wie in der realen Welt unverzichtbar geworden ist- Vom Interessenten zum Neukunden: Wie Sie Ihre Leistung formulieren und unwiderstehlich verpacken.Neue Kunden per Autopilot: Wirksames Onlinemarketing- In Google auf Seite eins: So sind Sie praesent wenn Interessenten Ihre Leistung suchen- Mit Google und Facebook-Anzeigen exakt die richtigen Interessenten guenstig einkaufen und gewinnen- Youtube- und eMail Marketing: Koenigswege zur geschaeftlichen Auslastung- Instagram, Twitter & Co.: Wie Social Media auch Ihre Kundengewinnung revolutioniert.Magnetisch kommunizieren: Clevere & moderne Werbeformen- Das beste Konzept aller Zeiten: Aktiv & dauerhaft Empfehlungen ausloesen- Geheimwaffe """"Guerilla-Marketing"""": man wird ueber Sie sprechen- Unverzichtbar: Konsequentes Kundenbeziehungsmanagement. Erfahren Sie, was genau Sie wie tun muessen- Starke Kommunikation ist kein Zufall: Wie Sie online und in der realen Welt erfolgreich netzwerken und so langfristig profitieren.- Sogwirkung durch Oeffentlichkeitsarbeit: Wie Sie es schaffen, dass die Medien garantiert ueber Sie berichten.Nutzen Sie diesen Samstag an der VHS und lernen Sie einfache, konkrete und erprobte Wege zu neuen Kunden kennen. "",49.78884,9.93252,""Wuerzburg"","" Muenzstr. 1"",""97070"",""2018-04-28"",""2018-04-28"",09:00:00,17:00:00,""NA"",""VHS"""																					
"281,""Digitale Bildbearbeitung mit Photoshop - Einfuehrung - (Version CS6)"",""https://www.vhs-wuerzburg.info/page_/VhsConnectSearch/courseJump?courseId=489-C-12725991&url=%2F%2Fwww.vhs-wuerzburg.info%2Fprogramm%2Fberuf.html%2Fkurs%2F489-C-12725991%2Ft%2Fdigitale-bildbearbeitung-mit-photoshop&filter%5Bparams%5D=%7B%22tophighlights%22%3Anull%2C%22sort%22%3A%5B%22startDate%2Casc%22%5D%2C%22extraFields%22%3A%5B%22courseNumber%22%2C%22title%22%2C%22startDate%22%2C%22venues.city%22%2C%22customDatesText%22%5D%2C%22hideEmptyCategories%22%3Atrue%2C%22catId%22%3A%22489-CAT-KAT5892355%22%7D&filter%5BpageSize%5D=9999999&filter%5BweekdayExclude%5D%5B1%5D=on&filter%5BweekdayExclude%5D%5B2%5D=on&filter%5BweekdayExclude%5D%5B3%5D=on&filter%5BweekdayExclude%5D%5B4%5D=on&filter%5BweekdayExclude%5D%5B5%5D=on&filter%5BweekdayExclude%5D%5B6%5D=on&filter%5BweekdayExclude%5D%5B7%5D=on&filter%5BsearchString%5D=&rowIndex=53"","" Adobe Photoshop ist das Bildbearbeitungsprogramm der Profis und bietet weitaus mehr Moeglichkeiten als die Programme, die mit den Digitalkameras ausgeliefert werden.Voraussetzung: Grundlagen der EDV oder vergleichbare Kenntnisse.Inhalt: Arbeitsbildschirm, Bearbeitungswerkzeuge"	 Graphikformate	 notwendige Aufloesungen und Farbtiefen	 Wechsel des Farbmodus	 Arbeit mit Alphakanaelen	 Bild-/Fotomontage	" Aufbereitung zur Druckausgabe. "",49.78884,9.93252,""Wuerzburg"","" Muenzstr. 1"",""97070"",""2018-04-28"",""2018-04-28"",09:00:00,17:00:00,""165,00 EUR, 141,40 EUR(ermaessigt) "",""VHS"""															
"282,""Excel fuer Praktiker"",""https://www.vhs-wuerzburg.info/page_/VhsConnectSearch/courseJump?courseId=489-C-12680453&url=%2F%2Fwww.vhs-wuerzburg.info%2Fprogramm%2Fberuf.html%2Fkurs%2F489-C-12680453%2Ft%2Fexcel-fuer-praktiker&filter%5Bparams%5D=%7B%22tophighlights%22%3Anull%2C%22sort%22%3A%5B%22startDate%2Casc%22%5D%2C%22extraFields%22%3A%5B%22courseNumber%22%2C%22title%22%2C%22startDate%22%2C%22venues.city%22%2C%22customDatesText%22%5D%2C%22hideEmptyCategories%22%3Atrue%2C%22catId%22%3A%22489-CAT-KAT5892355%22%7D&filter%5BpageSize%5D=9999999&filter%5BweekdayExclude%5D%5B1%5D=on&filter%5BweekdayExclude%5D%5B2%5D=on&filter%5BweekdayExclude%5D%5B3%5D=on&filter%5BweekdayExclude%5D%5B4%5D=on&filter%5BweekdayExclude%5D%5B5%5D=on&filter%5BweekdayExclude%5D%5B6%5D=on&filter%5BweekdayExclude%5D%5B7%5D=on&filter%5BsearchString%5D=&rowIndex=54"","" Sie haben Excelgrundkenntnisse und suchen nun nach Loesungen speziell fuer die taegliche Buero- und Heimarbeit? An zahlreichen praktischen Beispielen wird gezeigt, wie Excel zur Loesung taeglich anfallender Alltagsprobleme eingesetzt wird und wie sich regelmaessig wiederholende Arbeitsgaenge vereinfachen lassen. Gleich, ob vollautomatische Rechnungs-, Mahnungs- und Lieferscheinformulare, Fuehren eines Haushaltsbuches, Anlegen von Arbeits- und Ressourcenplanung - dieser Kurs bringt Ideen und System in die (private) Buchfuehrung! Und ganz nebenbei frischen Sie Ihre Excelkenntnisse auf. Da der Kurs modular aufgebaut ist, werden in der ersten Stunde gemeinsam mit Ihnen die Schwerpunkte festgelegt. "",49.78884,9.93252,""Wuerzburg"","" Muenzstr. 1"",""97070"",""2018-05-02"",""2018-05-02"",18:00:00,21:45:00,""87,00 EUR, 76,00 EUR(ermaessigt) "",""VHS"""																					
"283,""Rechtliches fuer Website-Betreiber"",""https://www.vhs-wuerzburg.info/page_/VhsConnectSearch/courseJump?courseId=489-C-12742990&url=%2F%2Fwww.vhs-wuerzburg.info%2Fprogramm%2Fberuf.html%2Fkurs%2F489-C-12742990%2Ft%2Frechtliches-fuer-website-betreiber&filter%5Bparams%5D=%7B%22tophighlights%22%3Anull%2C%22sort%22%3A%5B%22startDate%2Casc%22%5D%2C%22extraFields%22%3A%5B%22courseNumber%22%2C%22title%22%2C%22startDate%22%2C%22venues.city%22%2C%22customDatesText%22%5D%2C%22hideEmptyCategories%22%3Atrue%2C%22catId%22%3A%22489-CAT-KAT5892355%22%7D&filter%5BpageSize%5D=9999999&filter%5BweekdayExclude%5D%5B1%5D=on&filter%5BweekdayExclude%5D%5B2%5D=on&filter%5BweekdayExclude%5D%5B3%5D=on&filter%5BweekdayExclude%5D%5B4%5D=on&filter%5BweekdayExclude%5D%5B5%5D=on&filter%5BweekdayExclude%5D%5B6%5D=on&filter%5BweekdayExclude%5D%5B7%5D=on&filter%5BsearchString%5D=&rowIndex=55"","" Sie sind fuer eine Website verantwortlich - in einem Verein, in einer Firma oder als Freiberufler bzw. online-Haendler (bei ebay) fuer Ihre eigene Website? Dann gibt es fuer Sie eine Menge rechtlicher Vorgaben, gegen die zu verstossen, zu Abmahnungen und womoeglich mehr fuehren kann: Copyright, Links, AGB, Impressum, Datenschutzerklaerung, Werbung, Disclaimer, Jugendschutz, Facebook, Google, usw. Diese Veranstaltung bietet Ihnen keine Rechtsberatung, sondern informiert Sie ueber den aktuellen Stand und zeigt Ihnen laufende Entwicklungen. Diese rechtlichen Themen muessen Sie permanent im Auge behalten, da sich die Gesetzgebung staendig aendert. "",49.78884,9.93252,""Wuerzburg"","" Muenzstr. 1"",""97070"",""2018-05-03"",""2018-05-03"",18:00:00,21:00:00,""NA"",""VHS"""																					
"284,""Modul 3: EDV fuers Buero – - fuer den Wiedereinstieg in den Beruf"",""https://www.vhs-wuerzburg.info/page_/VhsConnectSearch/courseJump?courseId=489-C-12740978&url=%2F%2Fwww.vhs-wuerzburg.info%2Fprogramm%2Fberuf.html%2Fkurs%2F489-C-12740978%2Ft%2Fmodul-3-edv-fuers-buero&filter%5Bparams%5D=%7B%22tophighlights%22%3Anull%2C%22sort%22%3A%5B%22startDate%2Casc%22%5D%2C%22extraFields%22%3A%5B%22courseNumber%22%2C%22title%22%2C%22startDate%22%2C%22venues.city%22%2C%22customDatesText%22%5D%2C%22hideEmptyCategories%22%3Atrue%2C%22catId%22%3A%22489-CAT-KAT5892355%22%7D&filter%5BpageSize%5D=9999999&filter%5BweekdayExclude%5D%5B1%5D=on&filter%5BweekdayExclude%5D%5B2%5D=on&filter%5BweekdayExclude%5D%5B3%5D=on&filter%5BweekdayExclude%5D%5B4%5D=on&filter%5BweekdayExclude%5D%5B5%5D=on&filter%5BweekdayExclude%5D%5B6%5D=on&filter%5BweekdayExclude%5D%5B7%5D=on&filter%5BsearchString%5D=&rowIndex=56"","" In diesem Kurs lernen Sie an praktischen Beispielen, wie Sie im Alltag die wichtigsten Programme der Microsoft Office-Familie einsetzen, um ganz normale Aufgaben und Probleme damit zu bewaeltigen - Situationen, die immer wieder im Arbeitsalltag auftreten. Dabei lernen Sie auch, selbststaendig mit den Programmen umzugehen, sodass Sie neue und unbekannte Probleme aus eigener Kraft loesen koennen. So werden Sie der Chef am Computer!Wir arbeiten mit MS-Office 2016Voraussetzungen: Das Gelernte aus Modul 1 + 2 wird wiederholt, vertieft und mit folgenden Inhalten erweitert:Word 2016: Absatz- und Zeichenformatierung, Individuelle Tabellen zeichnen und bearbeiten, Autotexte erzeugen und aendern, Inhalts- und Indexverzeichnisse erzeugen und aendern, Dokumente mit Kennwoertern schuetzen, Formulare erstellen.Excel 2016: Formeln eingeben, Drag und Drop nutzen, Ausfuellfunktionen nutzen, Absolute und Relative Bezuege nutzen, Funktionen „Autosumme“ – “Min“ – „Max“ – Mittelwert“ – „WENN“ – „W-SVERWEIS“ , Grosse Tabellen bearbeiten, Dokumente mit Kennwoertern schuetzen, Formulare erstellen.Powerpoint 2016: Arbeiten mit Folienlayouts – Platzhaltern – Tabellen – Organigramme – Diagramme – ClipArts – Bildern – Folienelemente, Uebergaenge und Animationen und benutzerdefinierte Animationen.Verbinden von Word – Excel – und Powerpoint: Rechnungen und Schriftstuecke erstellen in Kombination von Word fuer Texte und Excel zum Berechnen, innerhalb von Word. Verlinkungen aus Word und Excel ins Internet oder auf Textmarken in Office-Dokumenten. Verknuepfungen von Excel-Tabellenblaetter oder Mappen. Integration von Powerpoint in Worddokumente. "",49.78884,9.93252,""Wuerzburg"","" Muenzstr. 1"",""97070"",""2018-05-04"",NA,08:30:00,11:30:00,""113,70 EUR, 86,20 EUR(ermaessigt) "",""VHS"""																					
"285,""Smartphone- und Tablet Kurse fuer Einsteiger und Aeltere: Android-Auffrischungs- und Aufbaukurs"",""https://www.vhs-wuerzburg.info/page_/VhsConnectSearch/courseJump?courseId=489-C-12740584&url=%2F%2Fwww.vhs-wuerzburg.info%2Fprogramm%2Fberuf.html%2Fkurs%2F489-C-12740584%2Ft%2Fsmartphone-und-tablet-kurse-fuer-einsteiger-und-aeltere-android-auffrischungs-und-aufbaukurs&filter%5Bparams%5D=%7B%22tophighlights%22%3Anull%2C%22sort%22%3A%5B%22startDate%2Casc%22%5D%2C%22extraFields%22%3A%5B%22courseNumber%22%2C%22title%22%2C%22startDate%22%2C%22venues.city%22%2C%22customDatesText%22%5D%2C%22hideEmptyCategories%22%3Atrue%2C%22catId%22%3A%22489-CAT-KAT5892355%22%7D&filter%5BpageSize%5D=9999999&filter%5BweekdayExclude%5D%5B1%5D=on&filter%5BweekdayExclude%5D%5B2%5D=on&filter%5BweekdayExclude%5D%5B3%5D=on&filter%5BweekdayExclude%5D%5B4%5D=on&filter%5BweekdayExclude%5D%5B5%5D=on&filter%5BweekdayExclude%5D%5B6%5D=on&filter%5BweekdayExclude%5D%5B7%5D=on&filter%5BsearchString%5D=&rowIndex=57"","" Sie moechten Ihr Wissen und Ihre Erfahrung mit dem Smartphone oder Tablet auffrischen bzw. vertiefen. Inhalt: WLAN und Mobilfunk, Internet, E-Mail, Sicherheit, Bilder und Dateien organisieren, Google Play Store-Konto, Vorstellung und Installation wichtiger und nuetzlicher Apps (Programme), Aktualisierung, Verwaltung und Loeschen der Apps. Bitte bringen Sie Ihr Android Smartphone oder Tablet mit. Der Kurs ist nicht fuer Apple oder Windows Geraete geeignet. Voraussetzungen: Grundkenntnisse mit Ihrem Android-Smartphone oder Tablet "",49.78884,9.93252,""Wuerzburg"","" Muenzstr. 1"",""97070"",""2018-05-07"",""2018-05-07"",13:00:00,16:00:00,""63,00 EUR, "",""VHS"""																					
"286,""Schlagfertigkeitstraining"",""https://www.vhs-wuerzburg.info/page_/VhsConnectSearch/courseJump?courseId=489-C-12726525&url=%2F%2Fwww.vhs-wuerzburg.info%2Fprogramm%2Fberuf.html%2Fkurs%2F489-C-12726525%2Ft%2Fschlagfertigkeitstraining&filter%5Bparams%5D=%7B%22tophighlights%22%3Anull%2C%22sort%22%3A%5B%22startDate%2Casc%22%5D%2C%22extraFields%22%3A%5B%22courseNumber%22%2C%22title%22%2C%22startDate%22%2C%22venues.city%22%2C%22customDatesText%22%5D%2C%22hideEmptyCategories%22%3Atrue%2C%22catId%22%3A%22489-CAT-KAT5892355%22%7D&filter%5BpageSize%5D=9999999&filter%5BweekdayExclude%5D%5B1%5D=on&filter%5BweekdayExclude%5D%5B2%5D=on&filter%5BweekdayExclude%5D%5B3%5D=on&filter%5BweekdayExclude%5D%5B4%5D=on&filter%5BweekdayExclude%5D%5B5%5D=on&filter%5BweekdayExclude%5D%5B6%5D=on&filter%5BweekdayExclude%5D%5B7%5D=on&filter%5BsearchString%5D=&rowIndex=58"","" Haette ich doch nur gesagt...Kennen Sie das: Es fehlen (in kritischen Situationen) zur rechten Zeit die rechten Worte? Dabei lassen sich, relativ einfach, Techniken erlernen von der simplen Gegenfrage ueber den 'weichen Konter' hin zum 'harten Gegenschlag'. Damit ist es nicht getan. Worauf es dagegen wirklich ankommt ist, in kritischen Situationen mehr Souveraenitaet auszustrahlen. Das bedeutet die Situation selbst zu gestalten, z. B. durch eine gute Vorbereitung, eine starke Stimme, mit koerpersprachlicher Praesenz und positiver Einstellung. Schlagfertig zu sein heisst nicht, Schlagen um zu gewinnen. Man muss auch die Beziehung zum Gegenueber im Auge behalten. Wir suchen Schlagfertigkeits-Situationen und entwickeln daran Loesungsideen, Techniken und Strategien. Der Schwerpunkt liegt auf beruflichen Situationen, z. B. bei Argumentationen / Verhandlungsgespraechen, Meetings oder Praesentationen. Dort kann mit Zwischenfragen, Einwaenden, Zwischenrufen oder gar persoenlichen Angriffen zu rechnen sein. "",49.78884,9.93252,""Wuerzburg"","" Muenzstr. 1"",""97070"",""2018-05-07"",""2018-05-07"",18:00:00,21:00:00,""NA"",""VHS"""																					
"287,""Workshop Joomla"",""https://www.vhs-wuerzburg.info/page_/VhsConnectSearch/courseJump?courseId=489-C-12742964&url=%2F%2Fwww.vhs-wuerzburg.info%2Fprogramm%2Fberuf.html%2Fkurs%2F489-C-12742964%2Ft%2Fworkshop-joomla&filter%5Bparams%5D=%7B%22tophighlights%22%3Anull%2C%22sort%22%3A%5B%22startDate%2Casc%22%5D%2C%22extraFields%22%3A%5B%22courseNumber%22%2C%22title%22%2C%22startDate%22%2C%22venues.city%22%2C%22customDatesText%22%5D%2C%22hideEmptyCategories%22%3Atrue%2C%22catId%22%3A%22489-CAT-KAT5892355%22%7D&filter%5BpageSize%5D=9999999&filter%5BweekdayExclude%5D%5B1%5D=on&filter%5BweekdayExclude%5D%5B2%5D=on&filter%5BweekdayExclude%5D%5B3%5D=on&filter%5BweekdayExclude%5D%5B4%5D=on&filter%5BweekdayExclude%5D%5B5%5D=on&filter%5BweekdayExclude%5D%5B6%5D=on&filter%5BweekdayExclude%5D%5B7%5D=on&filter%5BsearchString%5D=&rowIndex=59"","" Joomla ist eines der frei verfuegbaren, auf PHP / MySQL beruhenden Content Management Systeme (CMS), die sich zunehmender Beliebtheit erfreuen. Befreit ein CMS den Webmaster doch von der leidigen Aufgabe, allein fuer die Inhalte der Website verantwortlich zu sein. Das Basieren auf (LA)MP erlaubt  es, das CMS auch auf preiswertem Webspace einzusetzen.In diesem Workshop geht es um eine Einfuehrung und moegliche Probleme bei der Installation des CMS. Weiterhin beschaeftigen wir uns mit der Konfiguration und den Erweiterungsmoeglichkeiten.Im Kurs wird unter Windows gearbeitet, die Inhalte sind allerdings jederzeit auf Unix / MacOS uebertragbar. Bitte bringen Sie die Zugangsdaten zu Ihrem Webspace mit.Voraussetzung: gute Betriebssystem- und Textverarbeitungskenntnisse (Zwischenablage, Dateisystem), eine gewisse Erfahrung mit einer Website.Die verwendete - kostenlos im Internet verfuegbare - Software koennen Sie sich im Kurs ueber einen USB-Datentraeger mitnehmen. "",49.78884,9.93252,""Wuerzburg"","" Muenzstr. 1"",""97070"",""2018-05-07"",NA,18:00:00,21:00:00,""100,60 EUR, 81,20 EUR(ermaessigt) "",""VHS"""																					
